TransactionAmount,BankName,BIN,Location,DeviceID,Timestamp,IsFraud
49.61,Capital One,420000,Lake Hannah,device_7,2025-03-30 23:49:52,0
348.72,Capital One,400000,Mitchelltown,device_2,2025-03-10 04:45:34,0
29.86,Chase,430000,East Vincent,device_11,2025-02-06 04:48:30,0
106.93,Bank of America,420000,Stevenbury,device_72,2025-03-07 05:24:37,0
39.33,Citibank,420000,Marshallhaven,device_91,2025-01-21 23:22:13,0
148.49,Capital One,420000,Lake Heather,device_2,2025-03-10 05:48:51,1
14.03,Bank of America,410000,Johnsonhaven,device_67,2025-02-24 13:52:29,0
350.06,Chase,440000,West Larry,device_50,2025-03-29 16:15:02,0
60.48,Capital One,410000,South Williamchester,device_73,2025-02-05 12:16:15,0
26.93,Chase,440000,New Aprilland,device_96,2025-03-30 10:21:18,0
7.63,Bank of America,440000,North Davidton,device_46,2025-01-18 17:59:56,0
18.6,Citibank,400000,Mcdanielview,device_22,2025-04-08 14:24:51,0
73.35,Capital One,430000,Susanville,device_65,2025-04-04 13:30:11,0
41.1,Chase,440000,East Carrie,device_77,2025-04-04 22:44:04,0
176.54,Wells Fargo,420000,New Karen,device_71,2025-01-09 07:45:56,0
56.37,Wells Fargo,420000,Thomasberg,device_53,2025-05-19 15:39:38,0
28.6,Citibank,420000,East Norman,device_78,2025-02-19 10:10:06,0
96.01,Capital One,410000,Weberhaven,device_49,2025-05-23 01:24:32,0
122.68,Wells Fargo,420000,Lake Jenniferhaven,device_58,2025-04-21 07:05:05,0
18.28,Citibank,400000,Juarezfurt,device_1,2025-02-02 13:53:48,1
18.35,Capital One,410000,Danielborough,device_39,2025-04-19 01:52:23,1
3.74,Chase,420000,Mitchellville,device_3,2025-01-07 16:06:34,0
133.33,Wells Fargo,440000,North Wendy,device_66,2025-04-01 11:45:22,0
109.01,Capital One,410000,Lake Brian,device_1,2025-03-10 20:40:29,1
64.37,Wells Fargo,420000,South Samuelbury,device_75,2025-03-25 19:08:53,0
185.9,Wells Fargo,420000,East Kathryn,device_12,2025-01-27 20:35:48,0
163.82,Capital One,410000,Davishaven,device_94,2025-03-23 16:56:12,0
88.03,Wells Fargo,430000,Kristiside,device_23,2025-05-20 07:28:35,0
202.7,Capital One,400000,New Sarah,device_77,2025-02-08 04:32:55,0
23.05,Bank of America,440000,Mirandaview,device_49,2025-03-18 02:01:01,0
11.87,Bank of America,420000,Millershire,device_45,2025-03-05 11:17:01,0
31.44,Citibank,430000,Bowerstown,device_16,2025-01-01 01:06:51,0
5.88,Chase,440000,South Williamville,device_2,2025-03-18 00:51:08,0
75.75,Citibank,400000,Kennethview,device_40,2025-02-20 08:56:01,0
275.84,Wells Fargo,440000,Lake Christopher,device_73,2025-02-13 07:35:56,0
4.01,Capital One,410000,Caseyland,device_20,2025-03-10 20:46:00,0
13.02,Citibank,430000,Zacharyborough,device_97,2025-01-23 01:40:24,0
60.18,Capital One,400000,Christopherhaven,device_29,2025-03-31 23:58:35,0
271.62,Citibank,410000,Crossview,device_17,2025-01-24 00:24:08,0
38.0,Citibank,440000,Rodgersport,device_1,2025-04-12 01:07:59,1
70.77,Citibank,440000,Port Michelleberg,device_56,2025-03-13 02:45:46,0
4.25,Chase,410000,Banksfort,device_62,2025-02-18 18:57:06,0
16.06,Citibank,430000,North Edgar,device_84,2025-04-18 19:34:00,0
431.48,Capital One,440000,Lauraborough,device_95,2025-01-06 11:55:41,0
335.58,Chase,400000,New Julia,device_35,2025-03-22 13:26:34,0
0.5,Wells Fargo,440000,South Kristina,device_12,2025-05-05 02:42:37,0
303.26,Citibank,430000,North Ryan,device_47,2025-03-11 00:00:59,0
101.92,Wells Fargo,420000,Moorebury,device_77,2025-01-20 08:15:18,0
202.43,Wells Fargo,410000,Cherylberg,device_45,2025-01-12 03:45:53,0
60.65,Citibank,440000,Scottburgh,device_19,2025-02-20 07:28:19,0
72.48,Chase,410000,Lake Traceyfurt,device_88,2025-02-03 17:38:07,0
67.11,Bank of America,400000,New Gregorychester,device_95,2025-02-14 22:47:11,0
109.92,Capital One,410000,Lake Teresa,device_37,2025-01-09 11:20:08,1
15.04,Bank of America,420000,Lindabury,device_58,2025-05-21 10:33:28,0
3.04,Wells Fargo,410000,East Audrey,device_95,2025-03-08 23:09:53,0
36.81,Chase,440000,New Veronica,device_67,2025-04-02 19:47:11,0
121.97,Capital One,430000,Port Tracychester,device_80,2025-01-03 07:21:03,0
22.55,Chase,400000,Toddchester,device_49,2025-02-11 00:07:32,0
111.91,Capital One,400000,North Grantland,device_33,2025-03-24 17:57:14,0
350.36,Wells Fargo,410000,Anthonyhaven,device_90,2025-03-21 06:22:38,0
9.86,Bank of America,430000,East Christopher,device_84,2025-02-22 11:59:35,0
111.66,Bank of America,430000,New Michael,device_85,2025-01-21 12:41:05,0
58.65,Wells Fargo,400000,Romerohaven,device_3,2025-01-11 03:48:34,0
202.6,Citibank,410000,Madisonland,device_49,2025-05-14 03:56:20,0
19.5,Bank of America,420000,Lake Laurie,device_63,2025-02-14 02:11:58,0
117.97,Capital One,400000,New Mark,device_24,2025-03-16 06:50:08,0
182.09,Citibank,440000,Nguyenberg,device_3,2025-03-22 12:33:16,1
289.34,Wells Fargo,420000,Hardyport,device_63,2025-04-01 23:29:53,0
114.96,Chase,400000,New Kimberlymouth,device_45,2025-02-18 18:02:43,0
68.75,Wells Fargo,420000,North Margaret,device_31,2025-02-04 08:04:33,0
96.19,Capital One,420000,Rhodesmouth,device_8,2025-04-24 08:05:54,0
203.18,Citibank,400000,Johnsonville,device_72,2025-01-03 22:01:05,0
84.54,Chase,410000,Timothymouth,device_44,2025-03-17 06:39:40,0
3.09,Chase,400000,Wheelershire,device_94,2025-01-02 14:09:26,0
267.29,Capital One,410000,East Alexanderland,device_54,2025-02-20 23:11:42,0
116.97,Chase,430000,North Courtney,device_40,2025-03-08 12:51:57,0
112.86,Wells Fargo,430000,Karenhaven,device_70,2025-02-18 20:13:18,0
24.29,Chase,440000,Elizabethburgh,device_70,2025-05-13 08:31:32,0
107.55,Chase,410000,Martinezview,device_40,2025-05-06 11:48:31,0
50.07,Capital One,410000,North Carolineview,device_56,2025-04-22 15:34:49,0
105.34,Chase,440000,East Melanie,device_21,2025-05-14 06:18:58,0
11.27,Capital One,440000,Jacquelinetown,device_93,2025-04-19 11:07:58,0
107.25,Wells Fargo,410000,Justinburgh,device_2,2025-05-09 18:30:45,1
744.17,Citibank,420000,North Sandraberg,device_57,2025-02-20 11:21:09,0
4.94,Wells Fargo,410000,North Anna,device_100,2025-05-17 11:06:51,0
377.99,Chase,410000,Richview,device_4,2025-03-28 02:48:18,0
52.24,Capital One,440000,West Donald,device_35,2025-01-18 20:52:11,0
204.6,Capital One,410000,South Juliaborough,device_77,2025-02-10 16:00:02,0
152.5,Bank of America,420000,Debbieside,device_11,2025-03-13 21:37:24,0
83.71,Citibank,410000,North Ryan,device_65,2025-04-16 10:29:08,0
134.11,Citibank,420000,Mariaborough,device_24,2025-02-04 05:51:16,0
210.8,Citibank,430000,Ashleyborough,device_18,2025-02-19 03:47:17,0
51.78,Chase,400000,Bellfort,device_53,2025-01-26 20:41:31,0
39.61,Bank of America,420000,East Kristenstad,device_53,2025-05-02 07:07:42,0
110.14,Chase,410000,Port Kennethberg,device_9,2025-03-03 16:43:25,0
164.95,Citibank,440000,South Josephhaven,device_63,2025-01-23 03:42:35,0
143.67,Citibank,410000,South Rebeccachester,device_55,2025-05-09 20:03:56,0
159.86,Bank of America,440000,New Erica,device_95,2025-03-07 14:16:58,0
57.2,Wells Fargo,430000,Port Edward,device_79,2025-02-27 06:05:27,0
170.28,Capital One,440000,West Marissaberg,device_69,2025-02-17 18:36:22,0
12.81,Bank of America,440000,Newtonhaven,device_14,2025-05-22 20:26:09,0
78.63,Bank of America,410000,Port Luisport,device_67,2025-02-21 19:52:56,0
0.58,Bank of America,440000,Port Laurenstad,device_50,2025-01-09 23:53:28,0
39.24,Bank of America,410000,East Robert,device_38,2025-04-14 21:07:05,0
45.64,Wells Fargo,420000,Oscarburgh,device_60,2025-03-07 15:46:07,0
50.45,Wells Fargo,440000,Stephanietown,device_7,2025-03-16 18:44:46,0
118.9,Chase,430000,Port Aprilmouth,device_83,2025-04-13 07:03:26,0
49.19,Capital One,400000,New Jasminchester,device_24,2025-03-17 13:40:51,0
59.55,Capital One,410000,Danielville,device_51,2025-05-18 22:06:33,0
27.12,Citibank,400000,North Jenniferfurt,device_23,2025-04-13 14:55:19,0
46.72,Chase,430000,East Jonathanshire,device_12,2025-03-14 08:06:33,0
25.78,Chase,400000,South Dennisland,device_12,2025-05-18 14:34:30,0
7.6,Citibank,420000,Jeffreyton,device_11,2025-02-03 00:46:35,0
92.49,Citibank,440000,East Michaelburgh,device_79,2025-04-05 15:10:47,0
110.33,Citibank,440000,Walkerfort,device_2,2025-01-01 14:51:39,1
96.62,Capital One,410000,Karenshire,device_21,2025-02-12 06:47:05,0
62.27,Chase,400000,Saraport,device_54,2025-05-24 01:27:15,0
47.77,Citibank,420000,New Nicholasfort,device_81,2025-04-30 21:58:26,0
199.02,Chase,410000,South Nicoleton,device_1,2025-03-28 16:41:01,0
73.21,Wells Fargo,400000,New Christinaland,device_59,2025-01-11 14:49:21,0
65.24,Citibank,440000,Stacymouth,device_1,2025-04-28 21:16:24,0
2.6,Citibank,410000,West Alexandraside,device_28,2025-05-03 06:08:50,0
41.74,Citibank,430000,Kellyfort,device_53,2025-01-13 19:12:33,0
47.84,Capital One,440000,West Nicole,device_1,2025-01-27 09:33:10,0
50.89,Capital One,420000,Danielsshire,device_80,2025-01-10 07:45:30,0
86.79,Chase,400000,New Jacob,device_24,2025-04-01 17:33:45,0
76.27,Wells Fargo,400000,Port Brian,device_19,2025-04-23 01:21:22,0
93.63,Capital One,440000,Wallerstad,device_39,2025-02-17 02:06:28,0
144.77,Bank of America,400000,Emilybury,device_14,2025-02-07 06:19:57,0
167.66,Chase,410000,Fisherview,device_87,2025-04-24 02:24:08,0
126.63,Capital One,440000,Erinbury,device_72,2025-03-30 22:51:13,0
311.28,Citibank,440000,Mcgeeview,device_47,2025-04-29 18:40:22,0
1.84,Bank of America,420000,Saunderston,device_42,2025-02-11 19:17:54,0
21.79,Citibank,400000,Lake Justinborough,device_98,2025-01-23 13:07:08,0
0.76,Capital One,400000,Lake Ashleybury,device_38,2025-01-11 16:43:19,0
104.26,Bank of America,420000,Mercadohaven,device_43,2025-01-25 02:46:14,0
228.31,Capital One,410000,North Jakefort,device_90,2025-02-21 06:16:21,0
27.9,Bank of America,400000,Bushborough,device_74,2025-04-14 19:32:03,0
261.78,Capital One,400000,North Darrylhaven,device_62,2025-04-05 12:24:44,0
6.22,Capital One,420000,Jonestown,device_55,2025-05-11 00:13:07,0
272.47,Wells Fargo,420000,Gordonstad,device_68,2025-03-17 21:20:29,0
43.33,Capital One,420000,Natashafurt,device_17,2025-04-09 01:12:56,0
10.69,Citibank,440000,Rasmussenland,device_94,2025-02-11 01:10:23,0
66.53,Citibank,410000,Markside,device_79,2025-04-01 03:12:23,0
29.68,Wells Fargo,410000,Sheriville,device_1,2025-03-28 05:54:35,0
33.53,Citibank,400000,Courtneystad,device_95,2025-03-26 19:55:16,0
36.71,Capital One,430000,Lake Vanessa,device_3,2025-05-16 14:01:14,1
162.47,Chase,400000,New Dana,device_82,2025-03-11 23:55:33,0
77.47,Wells Fargo,420000,Garytown,device_9,2025-04-27 00:35:42,0
37.3,Capital One,440000,Port Justin,device_42,2025-05-22 21:19:08,0
94.25,Bank of America,420000,Christinemouth,device_44,2025-03-08 01:40:16,0
125.93,Capital One,440000,Gregoryland,device_4,2025-01-09 22:45:53,0
31.83,Chase,420000,Lake Charles,device_44,2025-04-22 08:24:21,0
53.37,Citibank,430000,Lake Andrewfurt,device_5,2025-01-28 05:15:51,0
13.0,Citibank,410000,East Jamesport,device_81,2025-01-31 15:15:40,0
19.99,Capital One,420000,Susanborough,device_60,2025-04-20 15:05:02,0
114.29,Citibank,400000,Tinaside,device_67,2025-02-03 05:26:17,0
20.02,Wells Fargo,440000,Walterview,device_69,2025-04-15 04:50:20,1
74.48,Wells Fargo,420000,Jenniferburgh,device_9,2025-04-17 17:32:07,0
123.46,Wells Fargo,400000,Lake David,device_44,2025-04-14 21:59:25,0
11.3,Capital One,410000,Stevenchester,device_74,2025-04-16 12:22:14,0
83.77,Chase,440000,Ashleyview,device_15,2025-02-05 19:19:46,0
29.65,Wells Fargo,420000,Morrisonstad,device_2,2025-05-11 06:06:17,1
329.49,Chase,420000,Port Glentown,device_58,2025-02-20 16:41:59,0
66.08,Wells Fargo,410000,Weissstad,device_68,2025-05-12 03:57:01,0
163.99,Bank of America,420000,Shannonborough,device_5,2025-02-23 15:01:46,0
79.9,Bank of America,430000,Edwardsmouth,device_3,2025-01-28 02:41:40,1
4.44,Chase,410000,Westside,device_44,2025-04-13 05:17:19,0
100.28,Capital One,420000,Leeton,device_100,2025-03-08 18:58:23,0
302.42,Bank of America,440000,Proctormouth,device_87,2025-02-21 16:22:12,0
92.03,Chase,400000,Smithview,device_59,2025-01-31 15:06:43,0
171.03,Capital One,400000,Aimeeshire,device_1,2025-05-16 13:06:56,0
215.59,Bank of America,440000,Laurenfurt,device_12,2025-03-21 03:39:17,0
25.89,Bank of America,400000,Kennethborough,device_67,2025-01-27 21:37:01,0
23.83,Wells Fargo,400000,New Angelaburgh,device_74,2025-02-22 10:42:05,0
94.41,Chase,420000,Port Francisco,device_26,2025-02-27 00:47:07,0
52.94,Wells Fargo,440000,West Sarahberg,device_41,2025-03-22 19:53:08,0
183.17,Bank of America,420000,Kristenburgh,device_20,2025-01-20 02:21:13,0
230.28,Bank of America,400000,Ricefurt,device_80,2025-05-05 17:01:33,0
43.61,Bank of America,410000,East Josephberg,device_70,2025-02-04 08:52:58,0
27.03,Wells Fargo,420000,Port Jennifer,device_19,2025-02-04 19:40:04,0
151.65,Wells Fargo,440000,East Edwardfurt,device_32,2025-03-29 03:15:43,0
32.13,Wells Fargo,440000,Amandachester,device_44,2025-05-19 07:10:44,0
172.94,Bank of America,410000,Davismouth,device_4,2025-04-30 06:38:55,0
55.12,Bank of America,400000,Nancyfurt,device_50,2025-04-28 15:10:16,0
110.13,Citibank,430000,Davismouth,device_23,2025-01-30 11:57:31,0
10.04,Capital One,430000,Port Shannon,device_79,2025-05-15 03:34:48,0
97.78,Wells Fargo,410000,Davenportborough,device_92,2025-03-25 23:31:47,0
60.11,Capital One,400000,West Patrickhaven,device_97,2025-04-13 03:20:44,0
88.34,Capital One,410000,Lake Kellyburgh,device_12,2025-01-01 10:04:24,0
18.39,Citibank,400000,Grayview,device_59,2025-04-04 00:57:32,0
133.51,Citibank,430000,Lake Brianachester,device_30,2025-03-26 19:31:19,0
198.63,Chase,440000,Lake Stacey,device_34,2025-01-14 10:08:39,0
24.43,Citibank,410000,Tuckertown,device_90,2025-04-12 14:22:32,0
10.06,Wells Fargo,420000,Grantville,device_59,2025-01-29 18:45:08,0
2.39,Bank of America,430000,Jamesport,device_15,2025-01-10 05:01:48,0
102.71,Citibank,410000,South Ashleystad,device_37,2025-01-14 00:27:10,0
93.42,Capital One,440000,Valdezport,device_17,2025-01-19 12:57:18,0
79.12,Citibank,400000,Laurenton,device_42,2025-05-09 16:13:29,0
26.39,Bank of America,420000,East Mary,device_69,2025-03-27 14:55:58,0
49.58,Capital One,430000,New Marissa,device_31,2025-02-10 14:17:18,0
90.26,Capital One,410000,Jaredstad,device_62,2025-05-16 13:02:29,0
68.67,Wells Fargo,410000,Smithhaven,device_89,2025-03-21 09:35:04,0
440.51,Citibank,440000,Adamsmouth,device_44,2025-03-09 03:40:36,0
14.67,Chase,410000,New Ambermouth,device_85,2025-01-30 08:50:13,0
118.79,Capital One,430000,Taylorbury,device_15,2025-04-20 05:54:58,0
51.8,Citibank,420000,Tarastad,device_72,2025-02-03 11:05:19,0
55.9,Citibank,410000,Castilloberg,device_40,2025-04-30 08:31:49,0
126.44,Bank of America,440000,Warrenland,device_14,2025-01-24 11:23:13,0
117.91,Capital One,430000,Jonathanchester,device_42,2025-02-23 03:07:32,0
473.94,Bank of America,400000,West Robert,device_28,2025-03-11 07:30:51,0
13.74,Capital One,400000,Melissahaven,device_97,2025-01-03 08:44:00,0
10.99,Chase,430000,Owenshire,device_69,2025-03-20 20:54:52,0
128.86,Capital One,440000,Port Davidton,device_58,2025-05-02 06:04:06,0
86.37,Wells Fargo,420000,North Jeffrey,device_73,2025-04-20 23:27:41,0
32.04,Wells Fargo,430000,Lammouth,device_92,2025-01-31 20:21:34,0
8.28,Wells Fargo,400000,South Melissashire,device_75,2025-02-23 03:48:30,1
8.96,Citibank,410000,Isabellaside,device_38,2025-02-06 21:55:16,0
224.61,Capital One,400000,Karichester,device_1,2025-02-20 03:52:32,0
21.3,Wells Fargo,400000,Donovantown,device_37,2025-01-11 15:22:14,0
39.06,Chase,430000,North Davidview,device_90,2025-03-02 22:54:11,0
25.7,Wells Fargo,430000,Christyport,device_52,2025-04-26 12:46:09,0
43.85,Capital One,410000,Hatfieldside,device_85,2025-02-05 20:32:57,0
7.2,Chase,410000,Lake David,device_72,2025-01-19 02:46:55,0
73.2,Wells Fargo,430000,Jonmouth,device_20,2025-02-13 11:49:14,0
7.0,Chase,410000,Fergusonfurt,device_2,2025-01-21 07:57:27,0
161.12,Bank of America,410000,Mikeside,device_93,2025-04-09 12:29:16,0
26.62,Citibank,410000,Jamiefort,device_11,2025-03-16 13:56:00,0
77.66,Citibank,430000,West Jon,device_90,2025-04-14 13:36:53,0
212.09,Citibank,440000,Lawrencetown,device_24,2025-04-30 20:51:51,0
105.23,Citibank,440000,Scottland,device_58,2025-05-17 05:15:01,0
76.13,Chase,410000,Lake Wendyhaven,device_55,2025-05-17 22:22:17,0
39.21,Capital One,430000,Santanaborough,device_94,2025-05-19 10:10:09,0
40.5,Capital One,420000,East Danielville,device_53,2025-04-22 03:05:29,0
110.71,Capital One,420000,Williamsmouth,device_5,2025-02-15 00:04:42,0
513.95,Capital One,430000,Lake Marymouth,device_91,2025-02-22 08:25:51,0
108.42,Capital One,430000,Johnstonside,device_89,2025-01-29 03:40:08,0
81.6,Capital One,420000,Joneschester,device_60,2025-05-22 03:38:50,0
131.17,Capital One,440000,Lake Debra,device_12,2025-04-05 19:35:01,0
62.59,Bank of America,440000,Amyshire,device_75,2025-05-18 01:31:22,0
6.2,Bank of America,420000,Christopherborough,device_69,2025-01-12 12:49:28,0
82.62,Citibank,430000,Kevintown,device_66,2025-05-17 19:05:30,0
316.12,Capital One,420000,Port Dianeshire,device_54,2025-04-03 22:00:49,0
19.27,Wells Fargo,420000,Browntown,device_22,2025-04-21 22:23:58,1
117.12,Wells Fargo,440000,Cowanberg,device_34,2025-04-27 08:35:44,0
22.43,Citibank,440000,South Robertbury,device_22,2025-03-08 07:16:19,0
76.75,Wells Fargo,440000,Matthewville,device_4,2025-02-20 18:23:46,0
10.17,Bank of America,410000,Port Abigail,device_65,2025-05-12 12:20:36,0
59.85,Wells Fargo,420000,South Tiffanyside,device_17,2025-05-21 05:23:22,0
141.13,Wells Fargo,420000,New Lori,device_2,2025-01-23 22:08:49,0
42.71,Capital One,410000,East Peter,device_76,2025-02-17 21:35:18,0
109.34,Citibank,420000,Port Zachary,device_23,2025-03-30 09:53:16,0
158.69,Chase,430000,Burtonland,device_24,2025-04-01 18:59:13,0
261.97,Bank of America,420000,Port Deniseport,device_11,2025-01-15 17:52:41,0
26.74,Capital One,410000,West Sarashire,device_64,2025-03-09 19:13:10,0
50.97,Citibank,430000,Port Andrewmouth,device_31,2025-05-02 19:19:31,0
16.54,Chase,410000,New Lauraburgh,device_74,2025-03-02 16:56:30,0
489.07,Wells Fargo,400000,Donfurt,device_83,2025-03-28 16:46:20,0
261.73,Bank of America,400000,West Mikayla,device_22,2025-03-08 00:25:35,0
77.64,Citibank,420000,New Bridgetmouth,device_61,2025-02-09 00:16:56,0
184.54,Capital One,410000,Lake Lisaland,device_49,2025-03-31 13:53:36,0
73.6,Citibank,430000,Rickyburgh,device_34,2025-01-01 13:12:15,0
97.71,Citibank,400000,North James,device_37,2025-04-26 06:32:42,0
9.33,Citibank,430000,North Joshua,device_87,2025-01-03 05:26:41,0
140.76,Capital One,400000,Marshallmouth,device_13,2025-05-04 20:23:16,0
13.66,Wells Fargo,430000,Savannahshire,device_79,2025-04-10 01:46:48,0
174.91,Wells Fargo,420000,Greenland,device_35,2025-04-15 21:27:12,0
152.34,Bank of America,420000,Latashaview,device_84,2025-02-26 10:52:26,0
123.36,Citibank,410000,East Stacy,device_94,2025-01-23 13:45:01,0
3.68,Chase,440000,Port Marcmouth,device_44,2025-04-12 04:17:40,0
36.12,Chase,420000,Port Oscarberg,device_1,2025-05-11 04:14:58,1
30.53,Bank of America,430000,Jameston,device_13,2025-05-07 17:28:40,0
44.65,Citibank,420000,Griffinland,device_29,2025-03-28 04:07:38,0
9.17,Wells Fargo,410000,Stevenville,device_3,2025-05-15 21:03:00,1
276.4,Chase,440000,Garymouth,device_82,2025-05-01 20:54:40,0
80.7,Bank of America,400000,North Andrew,device_78,2025-03-23 15:41:23,0
36.46,Capital One,410000,New Timothyville,device_15,2025-04-10 13:29:43,0
50.58,Wells Fargo,420000,Gibsonville,device_60,2025-03-18 17:20:36,0
59.28,Bank of America,430000,Tanyaville,device_36,2025-03-18 19:20:59,0
91.78,Wells Fargo,420000,Smithchester,device_21,2025-03-23 04:51:55,0
72.5,Wells Fargo,400000,North Graceview,device_49,2025-03-17 03:19:17,0
251.82,Bank of America,420000,East Taraburgh,device_34,2025-03-05 13:08:08,0
68.71,Bank of America,430000,East Amberland,device_26,2025-04-02 05:13:34,0
484.83,Chase,430000,Silvashire,device_14,2025-02-14 00:00:43,0
190.67,Citibank,410000,West Brenda,device_79,2025-04-02 02:30:30,0
23.38,Citibank,420000,West Amy,device_3,2025-05-02 06:21:31,1
266.78,Wells Fargo,430000,South Johnny,device_3,2025-03-23 05:53:59,0
12.37,Chase,400000,Rogerfurt,device_5,2025-05-23 22:17:54,0
170.07,Wells Fargo,410000,New Ashleytown,device_90,2025-04-03 13:32:27,0
47.9,Citibank,440000,South Matthewville,device_1,2025-03-19 22:59:17,0
